gene,transmissibility,n_amplified_cases,gnomad_LOEUF,gnomad_pLI,gnomad_mis_z,dep_mean_effect,dep_frac_dependent,in_complex,n_complexes,complex_size,has_complex,length,mol_weight,isoelectric_point,gravy,aggregation_propensity,tm_domain_count,signal_peptide,vsl2_disorder,psipred_helix,psipred_strand,psipred_coil,asaquick_buried,transcript_length,gc_content,n_isoforms,utr5_length,utr3_length,codon_optimality,dn_ds,phylop_mean,gene_age_proxy,is_tf,is_kinase,is_receptor,is_enzyme,go_mf_category,n_tissues_expressed,tau,degree,weighted_degree,betweenness
RCN3,0.5483870967741935,93,1.706,3.8085e-11,0.21484,0.0146906143023221,0.0008278145695364,False,0,,0,328,37493,4.74090633392334,-0.8780487804878049,3.857142857142857,0,True,0.095,0.451,0.061,0.488,0.28,1469.0,63.9311,22.0,62.0,420.0,79.0274,0.054579,,1.0,False,False,False,False,binding,53.0,0.918414044430989,0,0.0,0.0
RCOR1,0.8222222222222222,90,0.111,0.99992,1.8685,-0.4144442278617742,0.3220198675496689,True,1,4.0,1,485,53327,6.559640312194825,-0.7618556701030927,2.342857142857148,0,False,0.464,0.528,0.043,0.429,0.262,5751.0,50.6859,8.0,238.0,4055.0,52.0576,0.050231,,5.0,False,False,False,False,binding,54.0,0.690965344756009,64,55.675,0.0002962301943398
RCOR3,0.45108695652173914,184,0.292,0.988,2.716,0.059465479092887,0.0024834437086092,True,1,5.0,1,495,55581,8.256997871398926,-0.8703030303030302,2.1857142857142793,0,False,0.448,0.416,0.044,0.54,0.238,4474.0,48.556,61.0,195.0,2617.0,42.7798,0.044363,,4.0,False,False,False,False,other_molecular_function,54.0,0.5692025962851127,8,7.006,8.510821506006588e-08
RCSD1,0.1794871794871795,195,0.616,0.036157,-0.44257,-0.1060493812672217,0.0033112582781456,False,0,,0,416,44504,5.33981876373291,-1.1675480769230768,1.5714285714285694,0,False,1.0,0.221,0.01,0.769,0.156,5443.0,59.7122,16.0,192.0,4000.0,62.3501,0.239067,,5.0,False,False,False,False,binding,51.0,0.8963722402844128,5,4.046,3.1771851056307968e-06
RDH10,0.5069444444444444,144,0.231,0.98594,3.0283,-0.1809499200688449,0.0322847682119205,False,0,,0,341,38087,7.111546897888183,0.1366568914956011,2.814285714285714,1,False,0.023,0.46,0.173,0.367,0.402,3959.0,53.0214,8.0,688.0,2245.0,63.1579,0.014058,,4.0,False,False,False,True,catalytic_activity,53.0,0.8343275264381939,8,7.409000000000001,1.455234931558225e-05
RDH11,0.1794871794871795,78,1.345,1.0807e-07,0.55435,0.0795988817805399,0.0016556291390728,False,0,,0,318,35386,9.048282814025882,0.0811320754716981,3.0285714285714285,1,False,0.006,0.478,0.179,0.343,0.355,2539.0,50.7837,36.0,61.0,1521.0,56.7398,0.126037,,3.0,False,False,False,True,catalytic_activity,54.0,0.8020966247478766,8,7.29,4.471564810564027e-06
RDH13,0.3645833333333333,96,1.809,6.0402e-14,-0.58632,-0.0639370055214758,0.0041390728476821,False,0,,0,331,35932,8.226826667785648,-0.1042296072507553,2.885714285714286,0,False,0.106,0.45,0.106,0.444,0.323,1931.0,60.1533,1.0,398.0,750.0,77.3946,,,0.0,False,False,False,True,catalytic_activity,53.0,0.8082127686385497,1,0.724,0.0
RDH14,0.20512820512820512,117,1.795,1.7034e-05,-0.81673,0.0242915579517713,0.0008278145695364,False,0,,0,336,36865,9.022882270812984,0.0157738095238095,2.7142857142857153,0,False,0.083,0.518,0.119,0.363,0.327,1560.0,56.3798,10.0,81.0,468.0,63.2047,0.096873,,4.0,False,False,False,True,catalytic_activity,54.0,0.5191829558327345,0,0.0,0.0
RDX,0.0,71,0.348,0.85245,0.90818,0.0118508252905973,0.0033112582781456,True,1,1.0,1,583,68564,6.029900932312012,-1.0065180102915952,2.557142857142862,0,False,0.439,0.614,0.094,0.292,0.271,4392.0,40.1826,34.0,212.0,2428.0,34.0753,0.009624,,4.0,False,False,False,False,binding,54.0,0.846321310758397,33,28.636000000000006,0.0004779070186149
RECK,0.0273972602739726,73,0.672,1.9319e-10,1.5395,-0.0008349177416623,0.0016556291390728,False,0,,0,971,106457,6.3482561111450195,-0.1739443872296601,3.5714285714285716,0,True,0.022,0.389,0.118,0.493,0.391,4412.0,46.262,24.0,86.0,1410.0,43.4156,0.048557,,5.0,False,False,False,False,molecular_transducer_activity,53.0,0.895482698434808,6,4.734,1.253069832624376e-06
RECQL,0.7112676056338029,142,1.308,1.5345e-20,0.24948,0.0473654867290495,0.0,False,0,,0,649,73457,8.125288963317871,-0.3818181818181818,3.1,0,False,0.114,0.438,0.216,0.346,0.394,3745.0,38.8205,24.0,511.0,1284.0,34.0,0.064829,,4.0,False,False,False,True,catalytic_activity,54.0,0.7970009375043968,8,6.547999999999999,4.201072207387334e-06
RECQL5,0.7983870967741935,124,0.977,3.1723e-18,-0.004548,-0.037385073316035,0.0082781456953642,False,0,,0,991,108858,8.855071067810059,-0.5989909182643794,2.685714285714286,0,False,0.365,0.445,0.069,0.486,0.386,3669.0,58.7366,38.0,125.0,568.0,68.1452,0.229916,,5.0,False,False,False,True,catalytic_activity,54.0,0.7534360340736398,17,13.907,4.971307991354937e-05
REEP3,0.47058823529411764,68,0.703,0.015097,1.083,0.0679347796278439,0.0008278145695364,False,0,,0,255,29264,9.571637153625485,-0.3854901960784314,2.9571428571428577,3,False,0.361,0.557,0.047,0.396,0.271,5172.0,41.4062,18.0,145.0,4259.0,34.375,0.033601,,6.0,False,False,False,False,binding,54.0,0.6118929177440837,2,1.664,1.2454901696400128e-06
REEP4,0.6779661016949152,59,0.746,0.027532,0.44801,0.0271921029914554,0.0091059602649006,False,0,,0,257,29395,9.743251991271972,-0.2085603112840467,3.2285714285714286,2,False,0.253,0.502,0.054,0.444,0.206,1666.0,60.3359,13.0,425.0,467.0,78.2946,0.095552,,4.0,False,False,False,False,binding,54.0,0.8346320185601129,1,0.733,0.0
REEP5,0.17582417582417584,91,1.273,0.00069737,0.075959,0.0714115296434645,0.0,True,1,1.0,1,189,21493,8.253000831604005,0.1047619047619047,3.128571428571429,4,False,0.164,0.757,0.053,0.19,0.307,3008.0,50.7018,21.0,37.0,2401.0,67.8947,0.064741,,5.0,False,False,False,False,,54.0,0.5343703416980308,16,12.912,0.0004012587316322
REEP6,0.19480519480519481,77,1.495,1.6861e-05,-0.15701,-0.0077731977358792,0.0057947019867549,False,0,,0,211,23418,8.744056510925294,0.2436018957345971,2.8571428571428563,2,False,0.114,0.701,0.019,0.28,0.318,1360.0,60.3604,15.0,89.0,716.0,80.0,,,5.0,False,False,False,False,,53.0,0.973247180520868,1,0.735,0.0
REL,0.7419354838709677,124,0.229,0.99836,1.7553,-0.0336008846798465,0.0074503311258278,True,1,3.0,1,619,68520,5.560354042053221,-0.5618739903069467,2.3428571428571416,0,False,0.307,0.152,0.168,0.68,0.297,11108.0,41.1565,15.0,267.0,9077.0,33.1633,0.243856,,5.0,True,False,False,False,transcription_regulator_activity,43.0,0.8935425560931908,30,26.076999999999995,7.294445456707792e-05
RELA,0.6666666666666666,96,0.181,0.99948,2.4481,-0.4056972923318974,0.2748344370860927,True,1,1.0,1,551,60219,5.458214378356933,-0.4635208711433757,2.0714285714285756,0,False,0.448,0.234,0.156,0.61,0.272,2517.0,60.9903,35.0,84.0,777.0,69.0217,0.10899,,5.0,True,False,False,False,transcription_regulator_activity,54.0,0.5050755323988532,122,105.579,0.0061167515487082
RELB,0.6060606060606061,99,0.262,0.994,2.2822,-0.0925576473893671,0.0198675496688741,True,1,3.0,1,579,62134,5.8399450302124025,-0.3784110535405872,2.142857142857143,0,False,0.368,0.183,0.159,0.658,0.347,2258.0,65.5747,12.0,116.0,402.0,80.0,0.077733,,4.0,True,False,False,False,transcription_regulator_activity,54.0,0.7901694718677866,24,20.305999999999997,3.582700649173936e-05
RELL1,0.3333333333333333,63,0.3,0.95869,1.1213,0.0724851395161804,0.0,False,0,,0,271,29340,8.565350151062013,-0.4808118081180811,3.028571428571429,1,True,0.487,0.288,0.137,0.575,0.273,3617.0,54.1667,9.0,89.0,2712.0,56.9853,0.061924,,4.0,False,False,False,False,,53.0,0.6239477996180037,1,0.885,0.0
REPIN1,0.6372549019607843,204,0.539,0.09473,2.4331,0.0218424365265411,0.0008278145695364,False,0,,0,567,63575,10.054183006286618,-0.7964726631393299,2.6285714285714334,0,False,0.457,0.317,0.048,0.635,0.25,3130.0,68.32,38.0,161.0,1094.0,81.44,0.114617,,2.0,False,False,False,False,molecular_function_regulator,54.0,0.5549411406215523,7,5.572,1.460596635590789e-05
REPS1,0.40816326530612246,49,0.301,0.98506,1.6971,0.0013657046899256,0.0016556291390728,False,0,,0,796,86662,5.4461076736450185,-0.6629396984924623,3.057142857142862,0,False,0.618,0.293,0.082,0.625,0.211,4533.0,45.7549,66.0,571.0,1571.0,31.744,0.05096,,6.0,False,False,False,False,binding,54.0,0.7097065183532163,15,12.362999999999998,6.042223245466691e-05
RER1,0.7076923076923077,65,0.576,0.37879,2.1255,-0.2359321660031331,0.1043046357615894,False,0,,0,196,22958,9.559968376159668,0.0811224489795918,3.2714285714285714,4,False,0.128,0.648,0.0,0.352,0.291,3028.0,49.577,60.0,125.0,2312.0,63.9594,0.020168,,6.0,False,False,False,False,binding,54.0,0.5527711032511621,2,1.619,1.0000219213632365e-07
RERE,0.5230769230769231,65,0.12,1.0,2.0321,-0.071814544910823,0.0115894039735099,False,0,,0,1566,172424,7.444509696960449,-0.9579821200510854,1.8428571428571232,0,False,0.692,0.301,0.061,0.638,0.346,8009.0,60.987,25.0,625.0,2683.0,67.9004,0.042676,,3.0,False,False,False,False,molecular_function_regulator,54.0,0.6475871643202172,6,5.271,7.014498851419969e-07
RETN,0.09090909090909091,77,1.791,0.036545,0.12081,-0.0394447521733603,0.0,False,0,,0,108,11419,6.516840553283691,0.3805555555555557,3.3285714285714287,0,True,0.009,0.389,0.204,0.407,0.102,516.0,62.3853,6.0,83.0,106.0,75.2294,0.385415,,2.0,False,False,False,False,other_molecular_function,6.0,0.9870565672406209,12,9.985,4.3051805474740026e-05
RETSAT,0.14754098360655737,122,1.108,6.8328e-14,0.11316,-0.1317893644165678,0.0091059602649006,False,0,,0,610,66820,8.536081504821777,0.0299999999999999,3.628571428571429,0,True,0.011,0.436,0.133,0.431,0.516,3141.0,55.9738,25.0,21.0,1287.0,67.2668,0.178877,,4.0,False,False,False,True,catalytic_activity,54.0,0.7648551362201476,11,9.623,9.855164267845424e-05
REXO2,0.32857142857142857,70,0.771,0.023229,1.0066,-0.2999225399234103,0.1887417218543046,False,0,,0,237,26833,6.404242515563964,-0.5063291139240507,2.2142857142857144,0,False,0.194,0.591,0.072,0.337,0.287,1080.0,46.6387,48.0,62.0,304.0,49.1597,0.092154,,6.0,False,False,False,True,catalytic_activity,54.0,0.7142203101480005,3,2.386,8.406332670865736e-06
REXO4,0.8909090909090909,55,1.087,8.7916e-07,0.10723,-0.0620856830195725,0.0033112582781456,False,0,,0,422,46672,9.789927101135252,-0.826777251184834,2.0714285714285796,0,False,0.5,0.391,0.055,0.554,0.291,2326.0,54.6887,17.0,166.0,891.0,62.8842,0.254729,,5.0,False,False,False,True,catalytic_activity,54.0,0.553962828839525,16,12.064,0.0001792106147887
RFC1,0.6865671641791045,67,0.305,0.97305,1.3817,-0.4229464083609169,0.3137417218543046,True,1,1.0,1,1148,128255,9.37971477508545,-0.8684668989547039,2.728571428571432,0,False,0.479,0.47,0.05,0.48,0.334,4870.0,41.4344,31.0,121.0,1305.0,38.676,0.135209,,5.0,False,False,False,False,molecular_function_regulator,54.0,0.6330380111457112,22,18.276,6.763017377913911e-06
RFC2,0.7004608294930875,217,0.977,2.2054e-06,1.1542,-1.8811388632331352,0.9975165562913908,True,1,5.0,1,354,39157,6.0358690261840815,-0.0966101694915254,2.128571428571429,0,False,0.048,0.554,0.082,0.364,0.362,1685.0,52.1127,53.0,16.0,604.0,63.662,0.046771,,6.0,False,False,False,False,binding,54.0,0.7729883627255242,36,31.23699999999999,2.8807169767313377e-05
RFC3,0.8181818181818182,55,0.942,9.576e-06,-0.12849,-1.6242785834920646,0.995860927152318,True,1,5.0,1,356,40556,8.66250400543213,-0.2412921348314606,2.2857142857142856,0,False,0.011,0.539,0.115,0.346,0.312,2306.0,43.7908,18.0,30.0,1205.0,40.8964,0.025326,,6.0,False,False,False,False,binding,53.0,0.9003286891315181,40,34.010999999999996,0.0001101397859016
RFC4,0.8070175438596491,171,0.9,4.4992e-07,-0.28793,-0.8864807157924729,0.9586092715231788,True,1,5.0,1,363,39682,8.261252784729006,-0.1977961432506886,2.1857142857142855,0,False,0.102,0.545,0.094,0.361,0.298,1365.0,42.3077,34.0,204.0,69.0,32.6923,0.076115,,6.0,False,False,False,False,binding,54.0,0.8282323780617908,42,36.928,0.0002393290466537
RFC5,0.8282828282828283,99,0.75,0.00050356,1.2229,-1.243831476343079,0.984271523178808,True,1,5.0,1,340,38497,6.722199821472168,-0.1314705882352941,2.199999999999999,0,False,0.026,0.579,0.103,0.318,0.306,2104.0,47.7028,23.0,125.0,956.0,56.5982,0.044194,,6.0,False,False,False,False,binding,54.0,0.7776763767742467,31,27.078999999999997,1.2838357212330407e-05
RFFL,0.39,100,0.503,0.40723,1.3959,-0.245039319453706,0.0720198675496688,False,0,,0,363,40514,5.328678321838378,-0.4674931129476584,3.3142857142857136,0,False,0.32,0.366,0.094,0.54,0.245,7210.0,55.8608,49.0,140.0,5978.0,66.2088,0.149835,,5.0,False,False,False,True,catalytic_activity,54.0,0.7041189364459381,0,0.0,0.0
RFK,0.1774193548387097,62,0.997,0.063854,0.49278,-0.4347056273655403,0.3410596026490066,False,0,,0,155,17623,7.852265357971191,-0.4,2.785714285714286,0,False,0.032,0.355,0.181,0.464,0.277,2596.0,43.5897,10.0,255.0,1873.0,46.7949,0.065115,,6.0,False,True,False,True,catalytic_activity,54.0,0.5852271414546361,9,7.885000000000001,4.7783533559702645e-05
RFT1,0.7272727272727273,44,1.094,3.7445e-13,0.96684,-0.7563821722502376,0.8294701986754967,False,0,,0,541,60335,9.070782279968263,0.6404805914972274,3.0999999999999983,12,False,0.018,0.743,0.011,0.246,0.543,5081.0,50.738,39.0,35.0,3420.0,58.8561,0.122195,,6.0,False,False,False,False,other_molecular_function,54.0,0.6417199044512916,3,2.474,0.0
RFTN1,0.10638297872340426,47,0.966,2.4248e-06,0.3953,0.0659885033660566,0.0008278145695364,True,1,1.0,1,578,63146,5.461852073669434,-0.6147058823529413,2.5428571428571405,0,False,0.381,0.263,0.183,0.554,0.349,2986.0,53.6557,28.0,266.0,983.0,60.6218,0.233528,,4.0,False,False,False,False,binding,54.0,0.8505470153321784,0,0.0,0.0
RFX1,0.4186046511627907,86,0.273,0.99724,2.6928,-0.0491285532322171,0.0057947019867549,False,0,,0,979,104758,5.892009544372558,-0.3455566905005107,3.0142857142857173,0,False,0.477,0.386,0.115,0.499,0.329,4375.0,66.6667,16.0,270.0,1165.0,84.6939,0.066688,,3.0,True,False,False,False,transcription_regulator_activity,54.0,0.7777420228229522,8,6.979999999999999,4.271208180586089e-05
RFX5,0.34,200,1.104,1.9605e-11,0.47635,-0.252569833436994,0.0546357615894039,True,1,3.0,1,616,65323,9.35076847076416,-0.6577922077922078,2.0714285714285716,0,False,0.685,0.359,0.047,0.594,0.281,3570.0,55.4295,41.0,173.0,1546.0,49.7569,0.211326,,6.0,True,False,False,False,transcription_regulator_activity,54.0,0.7874074874381326,6,5.1819999999999995,1.2756887205905002e-06
RFXANK,0.28125,96,1.12,8.6716e-06,0.2664,-0.1640505370091473,0.0041390728476821,True,1,3.0,1,260,28102,4.445627784729004,-0.3092307692307692,2.4714285714285715,0,False,0.331,0.377,0.085,0.538,0.312,1376.0,61.3027,40.0,446.0,147.0,72.7969,0.105417,,4.0,False,False,False,False,binding,54.0,0.5147079629934239,6,5.685,2.82819566950704e-06
RFXAP,0.36538461538461536,52,0.978,0.023275,1.0361,-0.0559952121690729,0.0033112582781456,True,1,3.0,1,272,28232,5.413823127746581,-0.6286764705882353,1.771428571428572,0,False,0.724,0.371,0.04,0.589,0.158,2306.0,60.0733,5.0,136.0,1351.0,65.2015,0.160268,,4.0,False,False,False,False,binding,54.0,0.5318973358440962,8,6.819999999999999,1.4807554162552192e-05
RGCC,0.09615384615384616,52,1.518,0.0048149,0.70374,-0.0712000972011317,0.0074503311258278,False,0,,0,137,14559,4.593011283874512,-0.383941605839416,1.9857142857142844,0,False,0.701,0.599,0.015,0.386,0.161,958.0,59.6618,14.0,158.0,386.0,68.1159,0.142445,,4.0,False,False,False,False,molecular_function_regulator,54.0,0.924869281850232,0,0.0,0.0
RGL2,0.061855670103092786,97,0.45,0.026981,1.9659,0.0791870942400855,0.0008278145695364,False,0,,0,777,83549,5.817948341369629,-0.3676962676962677,2.442857142857142,0,False,0.364,0.44,0.086,0.474,0.331,3278.0,60.3685,12.0,496.0,448.0,62.0823,,,0.0,False,False,False,False,other_molecular_function,54.0,0.659532138803028,15,13.257,0.0001150262648475
RGP1,0.35365853658536583,82,1.125,3.2975e-09,0.71804,-0.4902584810809199,0.4403973509933774,True,1,1.0,1,391,42455,5.651523780822754,-0.1107416879795396,2.6714285714285713,0,False,0.159,0.138,0.292,0.57,0.304,7028.0,55.7823,10.0,141.0,5711.0,56.8878,0.026326,,6.0,False,False,False,False,binding,54.0,0.450535768888917,9,7.388,0.0
RGS10,0.42857142857142855,63,0.524,0.75933,1.3335,0.0276905424652399,0.0008278145695364,False,0,,0,181,21210,6.925910758972168,-0.9066298342541436,2.5714285714285703,0,False,0.359,0.718,0.0,0.282,0.177,923.0,47.9853,19.0,81.0,296.0,61.5385,0.046678,,4.0,False,False,False,False,molecular_function_regulator,54.0,0.8621758926016536,8,6.413,5.473242087375816e-06
RGS14,0.25,132,0.576,0.0023174,0.54458,-0.0234000832182331,0.0049668874172185,False,0,,0,566,61447,8.455238151550294,-0.4360424028268551,2.6857142857142913,0,False,0.445,0.357,0.085,0.558,0.304,2323.0,63.8448,17.0,101.0,521.0,78.3069,0.122227,,3.0,False,False,False,False,molecular_function_regulator,54.0,0.8988206014711599,11,9.803,9.057396147204172e-06
RGS19,0.2484472049689441,161,0.295,0.96134,1.0612,-0.0252110808809879,0.0,True,1,1.0,1,217,24636,5.432011604309081,-0.6566820276497697,2.242857142857141,0,False,0.433,0.571,0.018,0.411,0.244,1619.0,63.9144,14.0,293.0,672.0,83.945,0.042775,,4.0,False,False,False,False,molecular_function_regulator,54.0,0.9264493564280208,13,10.744,0.0001306476607549
RGS3,0.17543859649122806,57,0.645,2.2646e-11,1.029,0.0085690198735357,0.0041390728476821,False,0,,0,1198,132336,5.9023542404174805,-0.6233722871452421,3.0571428571428574,0,False,0.371,0.342,0.109,0.549,0.321,4122.0,60.0123,43.0,76.0,785.0,72.9531,0.168615,,4.0,False,False,False,False,molecular_function_regulator,54.0,0.7835500198352193,6,5.556,5.022356028678708e-07
RHBDD2,0.29906542056074764,214,0.529,0.63858,0.66528,0.0809741986781921,0.0033112582781456,False,0,,0,364,39202,9.482348442077637,0.248076923076923,3.028571428571428,5,False,0.341,0.404,0.088,0.508,0.374,1721.0,62.1918,23.0,49.0,577.0,78.3562,0.119256,,4.0,False,False,False,False,binding,54.0,0.7697696918068394,0,0.0,0.0
RHBDF1,0.30303030303030304,99,0.935,5.4089e-15,1.452,-0.2747712575108881,0.097682119205298,False,0,,0,855,97401,8.798983573913574,-0.2680701754385964,3.4857142857142907,7,False,0.268,0.51,0.06,0.43,0.412,2992.0,62.8115,61.0,143.0,281.0,82.3598,0.036752,,5.0,False,False,False,False,binding,52.0,0.8259583603903843,1,0.775,0.0
RHBDF2,0.8512396694214877,121,0.506,0.0011919,1.7926,-0.199799515678783,0.0223509933774834,False,0,,0,856,96686,9.09914836883545,-0.256892523364486,3.771428571428576,7,False,0.327,0.47,0.063,0.467,0.421,3511.0,62.7214,42.0,290.0,737.0,83.9372,0.080363,,4.0,False,False,False,False,transporter_activity,54.0,0.7799415556817979,5,4.563,0.0002778711573817
RHCE,0.06451612903225806,62,0.768,0.0011629,0.4029,0.0739535958316943,0.0,False,0,,0,417,45451,9.39608974456787,0.7594724220623501,3.757142857142859,11,False,0.026,0.655,0.041,0.304,0.496,1571.0,53.6683,13.0,39.0,278.0,66.7464,,,5.0,False,False,False,False,transporter_activity,13.0,0.832508087976141,6,5.186999999999999,5.006692005614563e-05
RHEB,0.5247524752475248,202,0.247,0.98119,2.2985,-0.4410176905810971,0.4064569536423841,False,0,,0,184,20497,5.649932289123535,-0.0940217391304347,2.414285714285714,0,False,0.054,0.25,0.397,0.353,0.255,2046.0,40.5405,34.0,384.0,1107.0,41.0811,0.014032,,2.0,False,False,False,True,catalytic_activity,54.0,0.4001283440205896,44,37.881,0.0005943316653852
RHOA,0.22727272727272727,44,0.664,0.60405,3.3579,-0.479966011889724,0.4089403973509933,True,1,2.0,1,193,21768,5.827724647521973,-0.3678756476683937,2.985714285714286,0,False,0.088,0.275,0.259,0.466,0.29,1805.0,49.3127,41.0,159.0,1064.0,55.1546,0.006306,,4.0,False,False,False,True,catalytic_activity,54.0,0.6193586684994413,186,157.8909999999999,0.0121582089746036
RHOB,0.45132743362831856,113,1.161,0.12253,2.5125,-0.0124337165225804,0.0033112582781456,True,1,1.0,1,196,22123,5.101890754699705,-0.2596938775510204,3.057142857142857,0,False,0.005,0.255,0.316,0.429,0.291,2367.0,63.621,1.0,392.0,1384.0,90.8629,0.0,,4.0,False,False,False,True,catalytic_activity,54.0,0.8450220020452013,30,23.919,5.9690915310309296e-05
RHOC,0.3559322033898305,59,0.517,0.76766,1.8491,-0.2412639070323036,0.0496688741721854,False,0,,0,193,22006,6.200076866149902,-0.4212435233160622,2.985714285714286,0,False,0.078,0.337,0.233,0.43,0.269,1117.0,57.5601,81.0,126.0,409.0,75.2577,0.0,,3.0,False,False,False,True,catalytic_activity,54.0,0.6241015262037489,41,34.023,0.0002371521136787
RHOF,0.08247422680412371,97,1.287,0.00017569,0.87383,-0.3102574453791362,0.1423841059602649,False,0,,0,211,23625,8.899296379089357,-0.2042654028436018,2.414285714285714,0,False,0.076,0.393,0.232,0.375,0.261,2435.0,63.3648,14.0,55.0,1744.0,88.6792,0.051666,,4.0,False,False,False,True,catalytic_activity,47.0,0.807328399155871,2,1.515,6.443695513739234e-07
RHOG,0.25862068965517243,58,0.887,0.42952,2.492,-0.1179908711526336,0.0132450331125827,False,0,,0,191,21309,8.408176231384282,-0.2130890052356021,2.9285714285714284,0,False,0.01,0.366,0.188,0.446,0.267,1295.0,60.7639,12.0,134.0,585.0,78.6458,0.0,,4.0,False,False,False,True,catalytic_activity,54.0,0.93138354132827,28,23.291000000000004,0.0001937785892224
RHOT1,0.08,100,0.35,0.79851,2.4699,-0.159556238522978,0.0256622516556291,True,1,1.0,1,618,70784,5.871661186218262,-0.266504854368932,2.9142857142857146,1,False,0.034,0.455,0.142,0.403,0.414,3165.0,40.9091,65.0,191.0,994.0,38.7879,0.023266,,4.0,False,False,False,True,catalytic_activity,54.0,0.4629162151175899,12,9.895,0.0002185083884332
